Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
30,Non-Travel,Human Resources,5,4,Life Sciences,1,Female,Manager,2,Single,11058,6,No,14,2,12,5,3,12,1,0,1,No
51,Travel_Frequently,Research & Development,26,4,Other,2,Male,Research Scientist,2,Married,3297,0,No,19,2,30,1,1,10,7,9,5,No
33,Non-Travel,Research & Development,15,2,Other,3,Male,Laboratory Technician,3,Divorced,5621,2,Yes,13,0,11,3,2,10,1,3,7,No
25,Travel_Rarely,Research & Development,28,3,Medical,1,Male,Human Resources,4,Married,6033,3,Yes,16,1,4,6,4,6,10,10,1,No
19,Travel_Rarely,Human Resources,21,2,Medical,1,Male,Manufacturing Director,3,Married,2962,3,No,11,2,0,5,1,12,2,5,1,No
22,Travel_Rarely,Research & Development,19,3,Life Sciences,3,Female,Sales Executive,3,Single,4309,4,Yes,22,0,3,4,3,6,10,7,4,No
57,Travel_Frequently,Sales,18,3,Technical Degree,3,Female,Sales Executive,3,Married,4443,3,No,10,0,39,0,1,7,8,10,5,No
19,Travel_Rarely,Sales,23,1,Marketing,4,Female,Laboratory Technician,1,Married,6379,0,No,11,1,0,5,2,13,1,7,10,No
23,Travel_Rarely,Research & Development,27,2,Other,1,Male,Human Resources,4,Divorced,5962,0,No,15,2,1,5,2,8,9,1,9,No
21,Travel_Rarely,Research & Development,5,2,Other,3,Female,Research Scientist,4,Divorced,6616,4,No,19,2,2,3,1,3,3,0,10,No
46,Travel_Rarely,Research & Development,26,3,Marketing,1,Male,Sales Representative,2,Divorced,2994,2,Yes,19,3,25,4,3,13,0,10,3,No
20,Travel_Rarely,Research & Development,20,3,Technical Degree,3,Male,Sales Executive,3,Married,9280,2,No,16,2,0,2,4,4,9,3,0,No
45,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,Healthcare Representative,4,Single,8085,3,No,10,2,23,6,4,6,9,10,1,No
32,Travel_Rarely,Research & Development,16,2,Life Sciences,2,Female,Sales Executive,4,Single,2804,5,No,19,2,11,5,1,1,10,0,6,No
30,Travel_Frequently,Research & Development,21,1,Human Resources,2,Female,Sales Executive,4,Single,6458,3,No,20,0,9,5,4,9,9,0,3,No
22,Travel_Rarely,Sales,19,1,Medical,3,Male,Sales Representative,2,Single,4464,1,Yes,24,2,3,3,2,13,3,2,4,No
41,Travel_Rarely,Research & Development,8,3,Life Sciences,3,Female,Research Director,3,Married,2223,7,Yes,20,0,21,4,2,12,6,9,7,No
31,Travel_Rarely,Research & Development,28,3,Medical,3,Female,Laboratory Technician,4,Married,3012,1,Yes,13,1,11,4,3,9,2,10,5,No
36,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,Laboratory Technician,2,Married,6076,5,No,13,0,18,3,1,1,6,0,8,No
54,Travel_Rarely,Human Resources,23,2,Life Sciences,4,Female,Laboratory Technician,3,Single,4167,6,No,16,2,33,6,2,5,2,8,10,No
22,Travel_Rarely,Research & Development,11,2,Medical,2,Male,Healthcare Representative,4,Married,3036,6,No,23,0,2,6,2,13,3,0,0,No
43,Travel_Frequently,Research & Development,1,4,Human Resources,3,Female,Research Scientist,3,Married,4229,3,No,10,3,25,5,2,4,4,8,6,No
40,Travel_Rarely,Research & Development,4,3,Life Sciences,4,Female,Research Scientist,1,Single,8982,3,No,13,3,22,3,1,2,2,3,3,No
58,Non-Travel,Research & Development,28,1,Life Sciences,3,Female,Research Scientist,4,Married,2486,4,No,18,2,40,3,4,1,9,10,8,No
25,Travel_Rarely,Sales,18,2,Medical,1,Male,Sales Representative,3,Married,4726,6,No,17,0,4,6,1,7,10,4,5,No
20,Non-Travel,Research & Development,24,2,Life Sciences,1,Male,Research Director,1,Married,4442,2,Yes,22,3,0,1,1,3,9,7,10,No
37,Travel_Rarely,Research & Development,29,1,Life Sciences,3,Male,Healthcare Representative,1,Single,7189,1,No,19,3,17,6,4,13,8,8,8,No
37,Travel_Rarely,Research & Development,9,4,Human Resources,1,Female,Research Scientist,4,Married,2730,2,No,17,0,15,3,3,13,5,6,4,No
22,Non-Travel,Research & Development,11,3,Technical Degree,2,Female,Sales Executive,2,Married,4578,1,No,16,2,4,5,2,14,5,1,6,No
43,Travel_Rarely,Research & Development,3,3,Technical Degree,2,Male,Laboratory Technician,1,Married,5508,4,No,19,0,24,4,1,4,2,10,10,No
34,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,Healthcare Representative,3,Single,7666,3,No,19,1,15,6,4,2,4,5,5,No
19,Non-Travel,Sales,8,1,Life Sciences,3,Male,Research Director,1,Single,9239,1,No,25,0,0,6,4,4,7,2,6,Yes
20,Travel_Rarely,Research & Development,22,4,Life Sciences,1,Male,Healthcare Representative,2,Married,6554,7,No,18,2,0,2,3,5,1,5,2,No
27,Travel_Rarely,Research & Development,11,1,Medical,1,Female,Healthcare Representative,2,Single,4831,2,Yes,18,1,9,2,2,13,5,0,3,No
55,Travel_Rarely,Research & Development,1,1,Medical,2,Male,Laboratory Technician,2,Married,5500,4,Yes,11,1,35,0,3,3,10,1,10,No
19,Travel_Rarely,Research & Development,26,4,Marketing,1,Female,Sales Executive,1,Married,4161,3,No,13,0,0,0,4,9,5,7,2,No
42,Travel_Rarely,Human Resources,27,4,Medical,1,Female,Human Resources,1,Divorced,4319,2,No,21,1,23,0,4,8,1,2,2,No
38,Non-Travel,Research & Development,23,2,Marketing,4,Female,Laboratory Technician,1,Married,3741,1,No,15,2,17,2,1,12,0,4,3,No
35,Travel_Frequently,Human Resources,7,2,Life Sciences,3,Female,Laboratory Technician,3,Divorced,2853,1,Yes,17,3,16,0,1,12,10,0,8,No
39,Travel_Rarely,Human Resources,2,3,Life Sciences,4,Female,Research Scientist,1,Married,11518,4,No,23,3,20,6,1,6,1,6,6,No
51,Non-Travel,Human Resources,23,1,Other,1,Female,Research Scientist,2,Divorced,6234,5,No,10,3,30,6,1,11,10,1,2,No
59,Travel_Frequently,Research & Development,8,3,Life Sciences,3,Female,Sales Executive,2,Divorced,7279,6,Yes,13,1,41,3,1,11,2,6,9,No
54,Travel_Rarely,Sales,4,1,Life Sciences,2,Female,Research Director,1,Married,3027,3,No,15,3,33,6,3,8,6,9,0,No
56,Travel_Rarely,Sales,29,2,Medical,2,Female,Human Resources,4,Single,5938,5,No,11,0,36,2,1,13,10,7,5,No
47,Travel_Rarely,Research & Development,15,1,Technical Degree,4,Male,Healthcare Representative,3,Single,7571,4,No,22,2,27,6,2,2,10,4,2,No
50,Travel_Rarely,Research & Development,9,2,Life Sciences,4,Female,Research Scientist,1,Single,7400,3,No,25,2,31,3,2,2,8,9,2,No
23,Travel_Rarely,Sales,8,3,Life Sciences,1,Female,Manufacturing Director,3,Divorced,6141,0,No,16,0,4,2,1,4,4,5,6,No
30,Non-Travel,Sales,18,4,Life Sciences,2,Female,Sales Executive,4,Married,4138,2,No,14,0,8,2,3,9,3,4,6,No
37,Travel_Rarely,Research & Development,16,3,Human Resources,3,Female,Sales Executive,4,Single,4029,4,No,18,1,15,5,4,8,3,3,9,No
51,Travel_Frequently,Sales,21,2,Technical Degree,3,Female,Research Scientist,2,Divorced,6278,4,No,16,3,31,3,1,4,7,9,4,No
30,Travel_Frequently,Research & Development,18,1,Medical,1,Female,Laboratory Technician,3,Single,5686,1,Yes,16,2,12,1,3,12,4,8,7,Yes
59,Travel_Rarely,Sales,23,2,Technical Degree,2,Male,Laboratory Technician,4,Married,4567,3,No,23,0,38,5,1,5,10,0,6,No
39,Travel_Rarely,Research & Development,7,1,Other,3,Female,Human Resources,1,Single,4102,0,No,11,3,19,6,2,1,7,5,2,No
38,Travel_Rarely,Research & Development,8,2,Medical,2,Female,Sales Executive,2,Married,6404,1,No,25,2,19,3,4,14,7,7,1,No
31,Travel_Rarely,Research & Development,7,1,Life Sciences,4,Male,Healthcare Representative,3,Married,4282,3,No,12,3,13,3,2,12,7,1,7,No
53,Travel_Frequently,Sales,3,4,Life Sciences,1,Female,Manager,1,Married,6103,1,Yes,22,0,34,3,3,12,7,3,7,No
22,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,Laboratory Technician,1,Single,12475,2,No,12,3,4,0,3,13,10,2,7,No
37,Travel_Frequently,Research & Development,27,2,Medical,4,Female,Research Scientist,4,Single,5100,3,No,25,0,18,0,4,2,3,5,3,No
59,Travel_Rarely,Sales,15,1,Life Sciences,4,Male,Manufacturing Director,3,Married,2196,6,No,12,2,38,6,2,11,4,10,6,No
57,Travel_Rarely,Research & Development,13,2,Life Sciences,3,Female,Sales Executive,4,Single,4872,1,Yes,15,1,39,2,4,4,2,10,6,No
29,Travel_Rarely,Human Resources,3,4,Life Sciences,1,Female,Healthcare Representative,2,Married,3804,2,No,16,3,10,1,1,10,2,10,10,Yes
57,Travel_Frequently,Human Resources,2,4,Other,4,Male,Research Scientist,4,Married,5248,2,No,15,2,37,0,3,4,0,5,8,No
46,Non-Travel,Research & Development,14,4,Medical,3,Male,Research Director,3,Single,7134,3,Yes,10,1,26,4,2,4,1,0,5,No
52,Travel_Rarely,Research & Development,4,1,Life Sciences,2,Male,Laboratory Technician,4,Married,4150,4,No,17,2,30,6,3,13,4,9,5,No
55,Travel_Rarely,Human Resources,20,1,Technical Degree,1,Male,Healthcare Representative,2,Single,8503,3,No,12,3,33,1,3,11,10,9,4,No
29,Travel_Rarely,Human Resources,25,3,Life Sciences,2,Female,Manufacturing Director,3,Married,4457,2,No,17,3,8,6,4,6,3,6,1,No
29,Non-Travel,Sales,15,3,Life Sciences,4,Male,Laboratory Technician,3,Married,2943,4,No,23,0,10,2,1,12,3,2,0,No
37,Travel_Frequently,Sales,2,1,Technical Degree,1,Female,Research Scientist,2,Single,3925,3,No,23,3,16,2,2,13,10,1,2,No
43,Travel_Frequently,Sales,27,4,Life Sciences,4,Female,Human Resources,3,Single,4030,3,Yes,25,2,21,5,3,2,4,8,4,Yes
50,Travel_Rarely,Sales,28,3,Marketing,2,Female,Research Scientist,3,Married,4103,3,No,20,1,29,1,1,1,3,10,1,No
58,Travel_Rarely,Research & Development,2,1,Life Sciences,3,Female,Research Scientist,4,Divorced,2443,2,No,12,3,38,4,1,8,0,5,7,No
55,Travel_Frequently,Research & Development,22,1,Life Sciences,2,Female,Research Director,2,Single,3649,1,Yes,21,3,37,5,3,14,6,5,7,No
45,Travel_Rarely,Research & Development,27,1,Life Sciences,4,Male,Laboratory Technician,2,Married,3023,4,No,21,0,27,4,4,12,10,2,7,No
48,Travel_Rarely,Human Resources,4,1,Technical Degree,3,Female,Sales Executive,1,Married,3458,2,No,20,2,30,4,2,1,1,6,4,No
46,Travel_Rarely,Human Resources,18,2,Life Sciences,2,Male,Human Resources,1,Married,4560,5,No,24,3,24,4,2,15,9,6,4,No
40,Travel_Rarely,Human Resources,28,1,Technical Degree,3,Female,Sales Executive,2,Single,4136,3,No,14,0,20,2,3,4,2,2,9,No
28,Non-Travel,Research & Development,16,1,Life Sciences,3,Male,Sales Representative,3,Single,6052,2,No,12,1,10,4,4,11,3,8,0,No
35,Non-Travel,Research & Development,23,4,Technical Degree,3,Male,Laboratory Technician,4,Single,3873,2,No,17,2,17,3,2,2,8,4,7,No
23,Travel_Rarely,Sales,9,2,Marketing,3,Female,Sales Executive,4,Single,3314,4,No,19,1,4,0,3,2,1,1,1,No
39,Travel_Rarely,Sales,18,1,Life Sciences,2,Male,Research Scientist,2,Married,3272,5,Yes,10,1,19,1,1,15,10,5,1,No
22,Travel_Rarely,Human Resources,26,3,Marketing,2,Male,Healthcare Representative,3,Single,8376,3,No,18,3,0,2,1,0,6,5,6,No
23,Travel_Rarely,Research & Development,23,4,Life Sciences,3,Male,Research Scientist,4,Single,4863,2,No,12,0,3,5,2,3,10,2,0,No
47,Non-Travel,Research & Development,29,2,Technical Degree,3,Female,Manufacturing Director,3,Single,5093,3,No,11,2,27,1,3,14,5,4,4,No
59,Travel_Frequently,Sales,3,2,Other,3,Female,Research Scientist,4,Married,6670,2,No,10,1,40,5,2,15,8,4,3,No
56,Travel_Rarely,Human Resources,22,1,Human Resources,3,Male,Healthcare Representative,4,Single,6414,3,No,22,1,38,4,4,0,5,1,2,No
40,Travel_Rarely,Research & Development,7,1,Technical Degree,1,Female,Healthcare Representative,1,Single,4913,6,No,15,3,18,2,2,0,1,5,1,Yes
28,Non-Travel,Research & Development,4,4,Life Sciences,1,Female,Research Scientist,3,Single,6478,3,No,14,0,6,0,4,4,7,10,0,No
19,Travel_Rarely,Research & Development,8,1,Technical Degree,2,Male,Research Scientist,2,Divorced,4179,6,No,23,1,1,2,3,2,0,3,5,No
31,Travel_Rarely,Sales,29,2,Life Sciences,1,Male,Sales Executive,4,Single,3637,3,No,20,0,10,5,4,8,5,2,8,No
26,Travel_Frequently,Sales,22,1,Life Sciences,1,Female,Manufacturing Director,2,Single,3869,2,No,25,0,5,2,1,12,2,5,9,No
44,Travel_Rarely,Human Resources,23,1,Medical,4,Female,Sales Representative,1,Single,10006,3,No,17,1,24,1,4,2,5,8,8,No
34,Travel_Rarely,Research & Development,26,3,Life Sciences,3,Male,Research Scientist,4,Single,3677,6,No,19,0,14,0,4,12,10,2,10,No
18,Travel_Rarely,Human Resources,27,4,Medical,2,Female,Manufacturing Director,2,Single,6850,1,Yes,21,1,0,2,2,8,4,2,2,Yes
35,Travel_Frequently,Human Resources,27,1,Life Sciences,4,Female,Research Scientist,1,Single,9389,5,No,23,3,16,4,4,3,0,2,10,No
38,Travel_Rarely,Research & Development,26,1,Life Sciences,1,Female,Healthcare Representative,4,Single,2895,1,No,23,1,16,6,4,13,5,8,10,No
20,Travel_Rarely,Research & Development,20,1,Technical Degree,2,Male,Sales Executive,3,Single,4456,5,No,14,2,0,5,1,6,2,5,6,No
38,Travel_Rarely,Human Resources,24,2,Other,1,Male,Sales Executive,4,Married,4600,2,Yes,10,1,16,1,2,2,10,5,7,No
56,Travel_Rarely,Research & Development,8,2,Medical,4,Female,Sales Executive,1,Married,2916,3,No,16,2,38,1,1,14,6,0,2,No
48,Travel_Rarely,Research & Development,13,4,Life Sciences,1,Male,Sales Executive,2,Married,4240,3,Yes,25,0,29,2,2,2,3,0,6,No
44,Travel_Frequently,Sales,19,3,Medical,3,Female,Sales Representative,3,Single,7606,1,No,16,0,25,0,3,8,0,4,9,No
42,Travel_Rarely,Human Resources,11,2,Technical Degree,3,Male,Manufacturing Director,1,Married,3161,1,No,21,1,22,3,2,11,8,4,2,No
39,Travel_Rarely,Research & Development,24,2,Life Sciences,1,Female,Sales Representative,2,Married,3707,4,No,21,1,21,6,3,8,3,2,7,No
56,Travel_Frequently,Research & Development,23,2,Medical,4,Male,Human Resources,3,Divorced,5217,2,No,22,1,36,5,4,9,2,10,5,No
28,Travel_Rarely,Sales,5,4,Life Sciences,1,Male,Sales Executive,1,Divorced,6072,3,No,18,3,6,6,4,6,9,4,6,No
50,Travel_Frequently,Research & Development,24,3,Technical Degree,2,Male,Sales Executive,1,Single,3511,6,No,25,2,31,0,1,3,8,7,2,No
37,Non-Travel,Research & Development,13,3,Life Sciences,3,Female,Sales Executive,4,Married,6128,8,No,18,3,18,4,3,1,6,1,2,No
31,Travel_Rarely,Human Resources,11,4,Marketing,3,Female,Research Director,3,Married,6200,1,No,16,2,9,0,1,5,3,6,1,No
23,Travel_Rarely,Human Resources,25,2,Other,4,Female,Laboratory Technician,2,Divorced,4527,6,No,20,3,2,6,1,12,6,8,1,No
24,Travel_Frequently,Research & Development,14,4,Life Sciences,3,Female,Research Scientist,3,Married,5389,2,No,10,3,2,2,3,12,8,5,4,Yes
45,Non-Travel,Research & Development,26,4,Medical,1,Male,Laboratory Technician,2,Married,4002,5,Yes,22,1,26,5,1,5,1,0,10,No
46,Travel_Frequently,Research & Development,18,2,Medical,2,Male,Sales Executive,1,Married,3367,9,No,21,3,26,3,1,9,0,3,8,No
24,Travel_Rarely,Sales,2,4,Medical,1,Male,Research Scientist,2,Married,2930,4,Yes,15,2,2,3,2,3,2,6,2,No
59,Travel_Frequently,Research & Development,20,1,Medical,1,Female,Manufacturing Director,1,Divorced,10669,3,No,21,0,40,6,3,3,6,0,9,No
51,Non-Travel,Human Resources,28,2,Medical,3,Female,Research Scientist,4,Single,4331,1,No,24,2,31,0,1,0,7,1,3,No
25,Non-Travel,Human Resources,17,1,Marketing,4,Female,Sales Executive,3,Single,2801,2,Yes,23,3,5,4,2,3,0,9,9,No
41,Travel_Rarely,Research & Development,11,2,Technical Degree,2,Male,Laboratory Technician,4,Married,4147,2,Yes,22,0,20,0,2,4,5,1,3,No
44,Travel_Frequently,Research & Development,8,1,Technical Degree,4,Male,Sales Executive,1,Divorced,3051,3,No,16,3,26,0,3,12,5,9,1,No
32,Travel_Rarely,Sales,25,4,Life Sciences,4,Female,Laboratory Technician,3,Married,3539,3,Yes,25,1,13,5,1,1,1,2,3,No
39,Travel_Rarely,Sales,13,3,Life Sciences,3,Female,Research Scientist,2,Married,2304,3,Yes,11,3,17,6,1,6,6,6,6,No
57,Travel_Frequently,Human Resources,29,2,Medical,3,Male,Research Scientist,2,Married,4554,1,No,23,3,38,1,1,12,6,2,1,No
33,Non-Travel,Sales,8,2,Medical,3,Female,Sales Executive,2,Single,5957,2,Yes,16,3,12,3,4,5,6,1,5,No
18,Travel_Frequently,Research & Development,18,3,Life Sciences,4,Male,Research Director,3,Married,6729,1,No,24,1,0,2,2,10,1,7,5,No
59,Travel_Rarely,Sales,28,3,Life Sciences,2,Male,Laboratory Technician,4,Divorced,2113,5,No,10,0,38,4,1,15,6,0,8,No
20,Travel_Frequently,Human Resources,28,2,Technical Degree,1,Male,Sales Executive,2,Single,7843,2,No,23,0,2,5,4,11,6,8,2,No
40,Non-Travel,Sales,6,2,Life Sciences,1,Male,Research Scientist,3,Divorced,3651,4,No,12,2,22,0,1,12,2,1,4,No
37,Non-Travel,Research & Development,21,1,Life Sciences,1,Female,Sales Representative,3,Married,4418,5,No,12,2,15,2,2,14,2,6,5,No
57,Travel_Rarely,Research & Development,28,4,Technical Degree,1,Male,Sales Executive,3,Single,4364,2,No,17,0,35,3,2,1,5,3,9,No
31,Travel_Rarely,Research & Development,16,4,Technical Degree,1,Male,Laboratory Technician,1,Married,4231,2,No,14,1,13,3,2,9,0,10,1,No
23,Non-Travel,Sales,29,3,Technical Degree,2,Male,Research Scientist,1,Single,5390,0,No,15,0,4,2,1,12,1,4,3,No
33,Travel_Frequently,Sales,15,4,Life Sciences,3,Female,Research Scientist,2,Married,6268,6,Yes,17,1,11,5,1,8,0,0,2,No
29,Travel_Rarely,Human Resources,5,1,Life Sciences,4,Female,Sales Executive,1,Single,2987,7,No,16,2,7,4,2,10,9,0,1,No
24,Non-Travel,Research & Development,18,1,Life Sciences,2,Female,Sales Executive,4,Divorced,8160,4,No,17,2,2,1,4,8,1,0,3,No
54,Non-Travel,Human Resources,19,2,Life Sciences,2,Female,Research Scientist,4,Divorced,8349,4,Yes,12,2,35,4,2,11,1,7,4,No
30,Travel_Rarely,Research & Development,10,3,Human Resources,2,Male,Laboratory Technician,4,Married,5145,5,Yes,25,3,12,2,2,13,4,3,10,No
31,Travel_Frequently,Research & Development,19,3,Medical,1,Female,Sales Executive,4,Married,2868,4,No,20,1,9,3,4,1,0,2,9,No
47,Travel_Rarely,Research & Development,10,4,Life Sciences,4,Female,Manager,2,Single,3452,3,No,13,2,29,6,4,11,8,0,1,No
39,Travel_Rarely,Research & Development,23,2,Other,2,Female,Sales Executive,1,Married,5396,1,No,15,3,19,4,1,6,1,7,6,Yes
46,Travel_Rarely,Research & Development,13,2,Other,2,Female,Research Scientist,1,Married,5701,5,No,16,1,25,4,1,11,0,7,4,No
38,Travel_Rarely,Sales,29,3,Medical,1,Male,Research Scientist,3,Married,9939,1,No,20,2,16,3,2,6,5,8,8,No
24,Travel_Rarely,Research & Development,7,1,Medical,1,Female,Sales Executive,1,Single,6025,3,No,10,1,2,3,2,0,3,9,3,Yes
32,Travel_Rarely,Human Resources,20,2,Life Sciences,3,Female,Research Scientist,1,Divorced,3868,2,No,14,2,11,3,1,3,6,7,10,No
37,Non-Travel,Research & Development,3,4,Medical,3,Male,Sales Executive,1,Single,8273,2,No,24,0,19,0,2,14,10,7,8,No
33,Travel_Rarely,Research & Development,25,4,Marketing,4,Female,Research Scientist,4,Divorced,7595,3,No,20,3,12,6,3,8,6,4,6,No
51,Travel_Frequently,Research & Development,25,1,Technical Degree,4,Female,Healthcare Representative,1,Single,6338,2,No,19,0,32,6,3,12,2,10,8,No
51,Travel_Frequently,Research & Development,16,1,Medical,4,Female,Healthcare Representative,2,Single,5844,2,Yes,10,3,31,4,1,4,9,6,10,No
29,Travel_Rarely,Research & Development,20,2,Life Sciences,1,Male,Laboratory Technician,3,Married,11144,4,No,10,3,9,0,3,6,0,9,8,No
58,Travel_Rarely,Research & Development,8,2,Other,4,Male,Research Scientist,3,Single,7397,0,Yes,14,2,37,6,2,14,1,8,1,No
47,Non-Travel,Human Resources,10,4,Other,4,Female,Research Scientist,1,Married,2342,3,No,19,0,25,4,2,2,2,5,9,No
21,Travel_Frequently,Research & Development,17,4,Life Sciences,3,Female,Sales Executive,1,Married,4904,2,No,16,2,0,2,1,3,10,0,6,No
57,Travel_Rarely,Sales,28,2,Life Sciences,1,Male,Sales Executive,1,Single,6695,4,No,25,3,36,0,4,15,5,4,5,Yes
31,Non-Travel,Research & Development,1,3,Life Sciences,4,Female,Laboratory Technician,3,Married,4557,5,No,22,2,11,4,2,14,2,4,4,No
56,Travel_Rarely,Sales,25,3,Life Sciences,3,Male,Healthcare Representative,1,Single,3745,5,No,19,3,36,5,3,13,1,3,6,No
21,Travel_Rarely,Research & Development,18,1,Life Sciences,1,Female,Sales Representative,1,Single,6003,2,Yes,25,3,1,6,4,6,0,1,2,No
50,Travel_Frequently,Research & Development,19,4,Medical,3,Female,Manufacturing Director,3,Married,5170,1,No,19,2,28,0,1,1,8,1,3,No
26,Travel_Frequently,Sales,7,3,Other,3,Male,Laboratory Technician,1,Single,10989,4,No,22,0,6,6,3,0,0,8,4,Yes
27,Travel_Rarely,Sales,12,4,Marketing,3,Male,Sales Representative,3,Married,5513,4,No,22,0,8,3,1,15,1,10,9,No
31,Travel_Rarely,Sales,26,1,Technical Degree,3,Female,Manufacturing Director,4,Married,4513,1,Yes,24,0,9,2,4,10,5,3,3,No
33,Travel_Rarely,Research & Development,11,3,Life Sciences,2,Female,Research Scientist,1,Divorced,2014,4,No,18,3,11,4,1,0,2,6,9,No
23,Travel_Rarely,Research & Development,15,4,Life Sciences,4,Female,Laboratory Technician,4,Single,11032,4,No,10,2,4,3,1,13,8,1,2,No
51,Travel_Frequently,Research & Development,3,4,Life Sciences,4,Male,Healthcare Representative,3,Single,4407,3,Yes,20,0,32,3,2,15,3,0,9,No
47,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Female,Human Resources,2,Divorced,4338,1,No,16,1,25,4,2,7,9,7,1,No
33,Non-Travel,Research & Development,18,3,Medical,3,Female,Sales Executive,3,Married,6404,1,No,20,0,13,3,4,9,0,10,5,No
43,Travel_Frequently,Sales,23,1,Technical Degree,1,Female,Sales Executive,4,Married,7204,3,No,25,3,22,0,1,5,3,7,2,No
54,Travel_Rarely,Sales,25,1,Technical Degree,2,Female,Sales Representative,3,Married,4586,8,Yes,23,1,34,5,4,7,9,8,3,Yes
48,Travel_Rarely,Research & Development,29,4,Medical,4,Male,Research Scientist,2,Single,9636,5,Yes,25,3,26,5,4,8,9,1,6,No
22,Non-Travel,Research & Development,18,3,Technical Degree,2,Female,Sales Executive,4,Single,5396,5,No,23,3,2,2,3,12,1,3,4,No
23,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Female,Manufacturing Director,1,Married,9077,7,Yes,14,3,5,4,4,8,8,8,3,No
59,Travel_Frequently,Sales,2,4,Other,4,Female,Sales Executive,3,Married,4380,5,No,18,2,37,1,3,4,7,1,2,No
59,Travel_Rarely,Research & Development,10,2,Life Sciences,3,Female,Sales Executive,2,Single,4415,2,No,19,3,40,2,3,7,9,5,2,No
32,Travel_Rarely,Human Resources,15,3,Life Sciences,4,Female,Healthcare Representative,3,Married,10942,5,Yes,13,1,14,3,4,10,2,8,5,No
21,Travel_Rarely,Research & Development,25,3,Other,3,Female,Sales Representative,2,Married,3860,1,No,24,2,2,2,2,10,7,7,6,No
18,Travel_Frequently,Research & Development,6,4,Medical,2,Female,Research Scientist,3,Single,6158,2,Yes,15,2,0,0,4,14,2,1,8,No
41,Travel_Frequently,Research & Development,29,1,Life Sciences,3,Male,Healthcare Representative,4,Single,7315,5,No,17,1,22,2,4,0,0,7,9,No
34,Travel_Rarely,Research & Development,18,4,Human Resources,1,Female,Sales Representative,3,Married,5501,4,Yes,16,3,15,0,4,7,0,10,5,No
38,Non-Travel,Human Resources,21,2,Technical Degree,4,Male,Healthcare Representative,1,Single,2258,3,Yes,17,2,19,0,2,4,4,1,5,No
42,Travel_Rarely,Sales,17,4,Life Sciences,2,Female,Manager,4,Divorced,5982,3,Yes,20,2,24,1,3,10,7,2,3,No
58,Travel_Frequently,Sales,22,3,Life Sciences,1,Male,Research Scientist,1,Divorced,13366,2,No,12,1,39,2,2,8,8,10,7,No
43,Travel_Rarely,Human Resources,9,1,Life Sciences,3,Male,Healthcare Representative,4,Married,6961,6,No,10,1,22,4,2,11,4,3,5,No
58,Travel_Rarely,Research & Development,22,3,Technical Degree,1,Male,Sales Executive,1,Single,7696,3,No,10,2,36,2,4,8,6,4,4,No
28,Travel_Rarely,Sales,2,4,Life Sciences,1,Female,Research Scientist,4,Married,5154,2,No,18,1,10,4,3,12,4,4,2,No
32,Non-Travel,Sales,10,1,Life Sciences,1,Male,Research Scientist,3,Married,4615,5,No,23,2,10,3,1,1,3,6,2,No
51,Travel_Rarely,Research & Development,12,4,Human Resources,3,Male,Sales Executive,3,Married,10535,9,No,14,0,32,1,3,15,5,5,9,No
19,Travel_Rarely,Research & Development,4,2,Technical Degree,4,Female,Research Scientist,1,Married,3984,1,No,12,3,0,6,4,12,4,10,6,No
26,Non-Travel,Research & Development,25,2,Life Sciences,1,Female,Sales Representative,2,Single,4826,4,Yes,13,1,4,5,3,7,4,7,7,No
32,Travel_Rarely,Human Resources,1,3,Marketing,2,Male,Laboratory Technician,1,Married,7069,1,No,17,3,13,3,2,8,8,2,5,No
55,Travel_Rarely,Human Resources,17,4,Life Sciences,1,Male,Laboratory Technician,3,Married,7727,1,No,23,1,36,0,3,1,10,10,0,No
46,Travel_Rarely,Research & Development,2,4,Medical,1,Male,Sales Representative,3,Married,5017,1,No,10,1,26,6,3,15,2,0,9,No
34,Travel_Rarely,Sales,28,4,Medical,3,Male,Research Scientist,2,Married,9185,0,No,14,0,14,0,2,7,3,7,10,No
35,Travel_Rarely,Human Resources,17,4,Life Sciences,3,Male,Sales Executive,2,Single,3222,3,No,17,0,13,2,2,6,6,8,5,No
45,Non-Travel,Sales,3,3,Other,1,Female,Research Scientist,1,Married,3265,4,No,19,0,25,4,3,5,1,3,5,No
51,Non-Travel,Sales,7,4,Human Resources,4,Female,Research Scientist,3,Single,3544,2,No,24,2,32,0,2,4,10,9,10,No
32,Travel_Rarely,Sales,2,3,Medical,3,Male,Manufacturing Director,4,Single,3439,0,Yes,16,2,13,1,3,1,4,10,6,No
39,Travel_Rarely,Sales,11,1,Life Sciences,3,Male,Manufacturing Director,2,Single,2800,3,No,20,3,20,0,2,13,3,4,7,No
